-7.939484,0.01349
-6.642428,-2.691624
-5.345371,-5.396739
-2.657315,-6.728788
0.266331,-7.401319
3.163577,-6.622882
5.512246,-4.7564
7.149439,-2.242519
7.154536,0.757477
6.782178,3.734279
4.439865,5.608731
2.097552,7.483182
-0.882127,7.1346
-3.808041,6.472008
-5.869756,4.292711
-7.175998,1.59202
-13.417635,5.005031
-13.142723,2.017654
-12.86781,-0.969724
-12.592897,-3.957101
-12.317984,-6.944478
-10.009909,-8.860931
-7.502878,-10.508594
-4.995848,-12.156258
-2.488817,-13.803922
0.486049,-13.416396
3.337352,-12.483622
6.188656,-11.550848
9.03996,-10.618074
10.733826,-8.142025
11.782312,-5.331211
12.830799,-2.520397
13.879285,0.290417
13.130248,3.195403
11.586386,5.767657
10.042524,8.339911
8.498661,10.912164
5.809404,12.241787
2.835753,12.63852
-0.137899,13.035254
-3.11155,13.431988
-5.869318,12.251008
-8.033538,10.173473
-10.197759,8.095939
-12.361979,6.018404
-12.809944,12.786052
-13.798138,9.953479
-14.786332,7.120905
-15.774525,4.288332
-16.762719,1.455758
-17.750912,-1.376816
-16.646696,-4.166207
-15.04823,-6.704889
-13.449763,-9.243571
-11.851296,-11.782252
-10.25283,-14.320934
-7.524102,-15.567548
-4.542653,-15.900658
-1.561205,-16.233769
1.420244,-16.56688
4.401693,-16.89999
7.213937,-15.855345
9.333277,-13.732046
11.452616,-11.608746
13.571955,-9.485447
15.691295,-7.362147
16.938102,-4.633508
16.599426,-1.652686
16.26075,1.328136
15.922074,4.308957
15.583398,7.289779
14.567893,10.112676
12.026231,11.706401
9.48457,13.300125
6.942909,14.89385
4.401247,16.487574
1.753001,17.89711
-1.077723,16.90363
-3.908447,15.91015
-6.739171,14.91667
-9.569895,13.923191
-12.400618,12.929711
-8.269638,19.214241
-10.23778,16.950082
-12.205921,14.685922
-14.174063,12.421762
-16.142204,10.157603
-18.110346,7.893443
-20.078487,5.629284
-19.652864,2.65963
-19.109788,-0.290806
-18.566713,-3.241241
-18.023638,-6.191677
-17.480563,-9.142112
-16.937488,-12.092548
-14.389723,-13.676497
-11.744378,-15.09147
-9.099033,-16.506443
-6.453688,-17.921416
-3.808343,-19.33639
-1.162998,-20.751363
1.680445,-19.794894
4.436061,-18.608901
7.191677,-17.422908
9.947294,-16.236916
12.70291,-15.050923
15.458526,-13.86493
16.51598,-11.057477
17.306832,-8.163595
18.097685,-5.269713
18.888537,-2.375831
19.679389,0.51805
20.470241,3.411932
18.955206,6.00127
17.185766,8.423889
15.416326,10.846508
13.646887,13.269127
11.877447,15.691746
10.108007,18.114365
7.141421,18.56087
4.144114,18.687944
1.146806,18.815019
-1.850501,18.942094
-4.847809,19.069168
-7.845116,19.196243
-1.493765,23.259662
-4.107693,21.78746
-6.721621,20.315257
-9.335549,18.843055
-11.949477,17.370852
-14.563405,15.89865
-17.177333,14.426447
-19.285037,12.291597
-19.763781,9.330043
-20.242524,6.368488
-20.721267,3.406934
-21.20001,0.445379
-21.678754,-2.516175
-22.157497,-5.47773
-20.913251,-8.207538
-18.896306,-10.428333
-16.879361,-12.649129
-14.862416,-14.869925
-12.845471,-17.09072
-10.828526,-19.311516
-8.811581,-21.532311
-5.813835,-21.416035
-2.820003,-21.223767
0.17383,-21.031499
3.167662,-20.839231
6.161495,-20.646964
9.155327,-20.454696
12.00006,-19.502072
13.716363,-17.041522
15.432667,-14.580973
17.14897,-12.120423
18.865273,-9.659874
20.581576,-7.199324
22.297879,-4.738775
22.421753,-1.741333
21.568115,1.134654
20.714477,4.010641
19.86084,6.886629
19.007202,9.762616
18.153565,12.638603
17.299927,15.51459
14.56921,16.756841
11.788438,17.882589
9.007667,19.008337
6.226895,20.134085
3.446123,21.259833
0.665351,22.385581
6.279059,24.688145
3.338707,24.092889
0.398355,23.497632
-2.541997,22.902375
-5.482349,22.307119
-8.422701,21.711862
-11.363053,21.116605
-14.303404,20.521349
-16.382602,18.358726
-17.750491,15.68873
-19.11838,13.018733
-20.486269,10.348737
-21.854158,7.678741
-23.222047,5.008745
-24.589936,2.338749
-24.891061,-0.6461
-23.656439,-3.380275
-22.421817,-6.114449
-21.187194,-8.848623
-19.952572,-11.582797
-18.71795,-14.316971
-17.483328,-17.051145
-15.945,-19.626712
-13.037562,-20.366176
-10.130124,-21.105639
-7.222687,-21.845102
-4.315249,-22.584565
-1.407811,-23.324028
1.499627,-24.063491
4.407064,-24.802954
7.076945,-23.43484
9.467838,-21.622761
11.858732,-19.810683
14.249625,-17.998604
16.640518,-16.186525
19.031412,-14.374447
21.422305,-12.562368
22.71534,-9.855329
22.789297,-6.856241
22.863255,-3.857152
22.937212,-0.858064
23.01117,2.141024
23.085127,5.140112
23.159085,8.1392
22.517861,11.069871
20.219191,12.997595
17.920522,14.925318
15.621852,16.853041
13.323182,18.780764
11.024512,20.708488
8.725842,22.636211
6.427172,24.563934
14.119249,23.635952
11.131305,23.90463
8.14336,24.173308
5.155416,24.441987
2.167472,24.710665
-0.820473,24.979343
-3.808417,25.248021
-6.796362,25.516699
-9.793259,25.653116
-11.866272,23.484565
-13.939286,21.316014
-16.0123,19.147463
-18.085314,16.978912
-20.158328,14.810361
-22.231342,12.64181
-24.304356,10.473259
-26.1291,8.092017
-25.726161,5.119201
-25.323223,2.146384
-24.920284,-0.826433
-24.517346,-3.79925
-24.114407,-6.772067
-23.711469,-9.744884
-23.308531,-12.717701
-22.331665,-15.554202
-19.756195,-17.092693
-17.180725,-18.631184
-14.605255,-20.169675
-12.029786,-21.708166
-9.454316,-23.246657
-6.878846,-24.785148
-4.303376,-26.323639
-1.384212,-27.015363
1.424408,-25.961013
4.233028,-24.906663
7.041648,-23.852314
9.850268,-22.797964
12.658888,-21.743614
15.467508,-20.689264
18.276128,-19.634914
20.393628,-17.50978
21.32045,-14.656536
22.247272,-11.803293
23.174094,-8.950049
24.100916,-6.096805
25.027738,-3.243561
25.95456,-0.390317
26.881382,2.462927
26.173225,5.378148
24.520333,7.881735
22.867441,10.385322
21.214549,12.88891
19.561657,15.392497
17.908765,17.896084
16.255873,20.399671
14.602981,22.903258
21.362409,20.441518
18.553268,21.494478
15.744126,22.547437
12.934985,23.600397
10.125843,24.653357
7.316702,25.706316
4.50756,26.759276
1.698419,27.812235
-1.110723,28.865195
-4.097935,28.588488
-6.672643,27.048723
-9.247351,25.508957
-11.822059,23.969191
-14.396767,22.429426
-16.971475,20.88966
-19.546183,19.349894
-22.120891,17.810129
-24.68583,16.254145
-25.087297,13.281129
-25.488764,10.308113
-25.890231,7.335097
-26.291698,4.362081
-26.693165,1.389065
-27.094632,-1.583951
-27.496099,-4.556968
-27.897566,-7.529984
-26.943188,-10.374129
-24.869101,-12.541654
-22.795014,-14.709178
-20.720927,-16.876703
-18.64684,-19.044228
-16.572753,-21.211752
-14.498666,-23.379277
-12.424579,-25.546802
-10.315571,-27.680362
-7.327759,-27.410206
-4.339948,-27.140049
-1.352137,-26.869892
1.635674,-26.599735
4.623485,-26.329578
7.611296,-26.059421
10.599107,-25.789264
13.586918,-25.519107
16.130128,-23.927854
17.78178,-21.423449
19.433433,-18.919044
21.085085,-16.414639
22.736738,-13.910234
24.38839,-11.405829
26.040043,-8.901424
27.691695,-6.39702
29.263693,-3.841863
28.335459,-0.989078
27.407224,1.863707
26.47899,4.716492
25.550756,7.569276
24.622522,10.422061
23.694288,13.274846
22.766054,16.127631
21.83782,18.980416
27.592577,15.548782
25.131639,17.264527
22.6707,18.980273
20.209762,20.696018
17.748823,22.411763
15.287885,24.127508
12.826946,25.843254
10.366008,27.558999
7.90507,29.274744
5.444131,30.99049
2.48356,30.505703
-0.392234,29.651413
-3.268028,28.797124
-6.143821,27.942835
-9.019615,27.088545
-11.895409,26.234256
-14.771202,25.379966
-17.646996,24.525677
-20.52279,23.671387
-22.209346,21.190354
-23.334464,18.409327
-24.459582,15.6283
-25.584699,12.847273
-26.709817,10.066247
-27.834935,7.28522
-28.960052,4.504193
-30.08517,1.723166
-31.210288,-1.057861
-30.513821,-3.975897
-29.041027,-6.589491
-27.568232,-9.203085
-26.095437,-11.81668
-24.622642,-14.430274
-23.149847,-17.043868
-21.677052,-19.657462
-20.204257,-22.271057
-18.731462,-24.884651
-16.090368,-26.307544
-13.128705,-26.785616
-10.167042,-27.263688
-7.205379,-27.741759
-4.243717,-28.219831
-1.282054,-28.697903
1.679609,-29.175975
4.641272,-29.654047
7.602935,-30.132119
